Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2
 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 170 ; sample_count 5901622 
 sample_per_sec 170 ; sample_count 5903670 
 sample_per_sec 170 ; sample_count 5905005 
 sample_per_sec 170 ; sample_count 5905005 
 sample_per_sec 170 ; sample_count 5905005 
 sample_per_sec 170 ; sample_count 5906029 
 sample_per_sec 170 ; sample_count 5906029 
 sample_per_sec 170 ; sample_count 5909101 
 sample_per_sec 170 ; sample_count 5912173 
 sample_per_sec 170 ; sample_count 5914534 
 sample_per_sec 170 ; sample_count 5914534 
 sample_per_sec 170 ; sample_count 5914534 
 sample_per_sec 170 ; sample_count 5915558 
 sample_per_sec 170 ; sample_count 5918630 
 sample_per_sec 170 ; sample_count 5918630 
 sample_per_sec 170 ; sample_count 5921702 
 sample_per_sec 170 ; sample_count 5924035 
 sample_per_sec 170 ; sample_count 5924035 
 sample_per_sec 170 ; sample_count 5924035 
 sample_per_sec 170 ; sample_count 5925059 
 sample_per_sec 170 ; sample_count 5925059 
 sample_per_sec 170 ; sample_count 5928131 
 sample_per_sec 170 ; sample_count 5931203 
 sample_per_sec 170 ; sample_count 5933535 
 sample_per_sec 170 ; sample_count 5933535 
 sample_per_sec 170 ; sample_count 5933535 
 sample_per_sec 170 ; sample_count 5933535 
 sample_per_sec 170 ; sample_count 5934559 
 sample_per_sec 170 ; sample_count 5936607 
 sample_per_sec 171 ; sample_count 5939679 
 sample_per_sec 171 ; sample_count 5942751 
 sample_per_sec 171 ; sample_count 5943014 
 sample_per_sec 171 ; sample_count 5943014 
 sample_per_sec 171 ; sample_count 5943014 
 sample_per_sec 171 ; sample_count 5944038 
 sample_per_sec 171 ; sample_count 5946086 
 sample_per_sec 171 ; sample_count 5948134 
 sample_per_sec 171 ; sample_count 5951206 
 sample_per_sec 171 ; sample_count 5952548 
 sample_per_sec 171 ; sample_count 5952548 
 sample_per_sec 171 ; sample_count 5952548 
 sample_per_sec 171 ; sample_count 5952548 
 sample_per_sec 171 ; sample_count 5953572 
 sample_per_sec 171 ; sample_count 5956644 
 sample_per_sec 171 ; sample_count 5958692 
 sample_per_sec 171 ; sample_count 5958692 
 sample_per_sec 171 ; sample_count 5962048 
 sample_per_sec 171 ; sample_count 5962048 
 sample_per_sec 171 ; sample_count 5962048 
 sample_per_sec 171 ; sample_count 5962048 
 sample_per_sec 171 ; sample_count 5963072 
 sample_per_sec 171 ; sample_count 5965120 
 sample_per_sec 171 ; sample_count 5967168 
 sample_per_sec 171 ; sample_count 5967168 
 sample_per_sec 171 ; sample_count 5970240 
 sample_per_sec 171 ; sample_count 5971569 
 sample_per_sec 171 ; sample_count 5971569 
 sample_per_sec 171 ; sample_count 5972593 
 sample_per_sec 171 ; sample_count 5972593 
 sample_per_sec 171 ; sample_count 5974641 
 sample_per_sec 171 ; sample_count 5976689 
 sample_per_sec 171 ; sample_count 5979761 
 sample_per_sec 171 ; sample_count 5981067 
 sample_per_sec 171 ; sample_count 5981067 
 sample_per_sec 171 ; sample_count 5981067 
 sample_per_sec 171 ; sample_count 5982091 
 sample_per_sec 171 ; sample_count 5982091 
 sample_per_sec 171 ; sample_count 5984139 
 sample_per_sec 171 ; sample_count 5986187 
 sample_per_sec 171 ; sample_count 5989259 
 sample_per_sec 171 ; sample_count 5990584 
 sample_per_sec 171 ; sample_count 5990584 
 sample_per_sec 171 ; sample_count 5990584 
 sample_per_sec 171 ; sample_count 5990584 
 sample_per_sec 171 ; sample_count 5991608 
 sample_per_sec 171 ; sample_count 5993656 
 sample_per_sec 171 ; sample_count 5993656 
 sample_per_sec 171 ; sample_count 5996728 
 sample_per_sec 171 ; sample_count 6000138 
 sample_per_sec 171 ; sample_count 6000138 
 sample_per_sec 171 ; sample_count 6000138 
 sample_per_sec 171 ; sample_count 6000138 
 sample_per_sec 171 ; sample_count 6001162 
 sample_per_sec 171 ; sample_count 6004234 
 sample_per_sec 171 ; sample_count 6004234 
 sample_per_sec 171 ; sample_count 6007306 
 sample_per_sec 171 ; sample_count 6009666 
 sample_per_sec 171 ; sample_count 6009666 
 sample_per_sec 171 ; sample_count 6009666 
 sample_per_sec 171 ; sample_count 6009666 
 sample_per_sec 171 ; sample_count 6010690 
 sample_per_sec 171 ; sample_count 6012738 
 sample_per_sec 171 ; sample_count 6012738 
 sample_per_sec 171 ; sample_count 6015810 
 sample_per_sec 171 ; sample_count 6019190 
 sample_per_sec 171 ; sample_count 6019190 
 sample_per_sec 171 ; sample_count 6019190 
 sample_per_sec 171 ; sample_count 6019190 
 sample_per_sec 171 ; sample_count 6020214 
 sample_per_sec 171 ; sample_count 6020214 
 sample_per_sec 171 ; sample_count 6022262 
 sample_per_sec 171 ; sample_count 6024310 
 sample_per_sec 171 ; sample_count 6027382 
 sample_per_sec 171 ; sample_count 6028742 
 sample_per_sec 171 ; sample_count 6028742 
 sample_per_sec 171 ; sample_count 6028742 
 sample_per_sec 171 ; sample_count 6028742 
 sample_per_sec 171 ; sample_count 6029766 
 sample_per_sec 171 ; sample_count 6031814 
 sample_per_sec 171 ; sample_count 6033862 
 sample_per_sec 171 ; sample_count 6033862 
 sample_per_sec 171 ; sample_count 6035910 
 sample_per_sec 171 ; sample_count 6038256 
 sample_per_sec 171 ; sample_count 6038256 
 sample_per_sec 171 ; sample_count 6038256 
 sample_per_sec 171 ; sample_count 6038256 
 sample_per_sec 171 ; sample_count 6039280 
 sample_per_sec 171 ; sample_count 6039280 
 sample_per_sec 171 ; sample_count 6041328 
 sample_per_sec 171 ; sample_count 6043376 
 sample_per_sec 171 ; sample_count 6046448 
 sample_per_sec 171 ; sample_count 6047779 
 sample_per_sec 171 ; sample_count 6047779 
 sample_per_sec 171 ; sample_count 6047779 
 sample_per_sec 171 ; sample_count 6048803 
 sample_per_sec 171 ; sample_count 6048803 
 sample_per_sec 171 ; sample_count 6050851 
 sample_per_sec 171 ; sample_count 6052899 
 sample_per_sec 171 ; sample_count 6055971 
 sample_per_sec 171 ; sample_count 6057233 
 sample_per_sec 171 ; sample_count 6057233 
 sample_per_sec 171 ; sample_count 6057233 
 sample_per_sec 171 ; sample_count 6057233 
 sample_per_sec 171 ; sample_count 6058257 
 sample_per_sec 171 ; sample_count 6061329 
 sample_per_sec 171 ; sample_count 6061329 
 sample_per_sec 171 ; sample_count 6064401 
 sample_per_sec 171 ; sample_count 6066727 
 sample_per_sec 171 ; sample_count 6066727 
 sample_per_sec 171 ; sample_count 6066727 
 sample_per_sec 171 ; sample_count 6066727 
 sample_per_sec 171 ; sample_count 6067751 
 sample_per_sec 171 ; sample_count 6070823 
 sample_per_sec 172 ; sample_count 6073895 
 sample_per_sec 172 ; sample_count 6075943 
 sample_per_sec 172 ; sample_count 6076256 
 sample_per_sec 172 ; sample_count 6076256 
 sample_per_sec 172 ; sample_count 6076256 
 sample_per_sec 172 ; sample_count 6077280 
 sample_per_sec 172 ; sample_count 6080352 
 sample_per_sec 172 ; sample_count 6080352 
 ------------------------------
Starting work on task 641
------------------------------
Starting work on task 642
------------------------------
Starting work on task 643
------------------------------
Starting work on task 644
------------------------------
Starting work on task 645
------------------------------
Starting work on task 646
------------------------------
Starting work on task 647
------------------------------
Starting work on task 648
------------------------------
Starting work on task 649
------------------------------
Starting work on task 650
------------------------------
Starting work on task 651
------------------------------
Starting work on task 652
------------------------------
Starting work on task 653
------------------------------
Starting work on task 654
------------------------------
Starting work on task 655
------------------------------
Starting work on task 656
------------------------------
Starting work on task 657
------------------------------
Starting work on task 658
------------------------------
Starting work on task 659
------------------------------
Starting work on task 660
------------------------------
Starting work on task 661
------------------------------
Starting work on task 662
------------------------------
Starting work on task 663
sample_per_sec 172 ; sample_count 6083424 
 sample_per_sec 172 ; sample_count 6085770 
 sample_per_sec 172 ; sample_count 6085770 
 sample_per_sec 172 ; sample_count 6085770 
 sample_per_sec 172 ; sample_count 6085770 
 sample_per_sec 172 ; sample_count 6086794 
 sample_per_sec 172 ; sample_count 6088842 
 sample_per_sec 172 ; sample_count 6090890 
 sample_per_sec 172 ; sample_count 6090890 
 sample_per_sec 172 ; sample_count 6095310 
 sample_per_sec 172 ; sample_count 6095310 
 sample_per_sec 172 ; sample_count 6095310 
 sample_per_sec 172 ; sample_count 6095310 
 sample_per_sec 172 ; sample_count 6096334 
 sample_per_sec 172 ; sample_count 6096334 
 sample_per_sec 172 ; sample_count 6099406 
 sample_per_sec 172 ; sample_count 6101454 
 sample_per_sec 172 ; sample_count 6104526 
 sample_per_sec 172 ; sample_count 6104799 
 sample_per_sec 172 ; sample_count 6104799 
 sample_per_sec 172 ; sample_count 6104799 
 sample_per_sec 172 ; sample_count 6104799 
 sample_per_sec 172 ; sample_count 6105823 
 sample_per_sec 172 ; sample_count 6108895 
 sample_per_sec 172 ; sample_count 6111967 
 sample_per_sec 172 ; sample_count 6111967 
 sample_per_sec 172 ; sample_count 6114313 
 sample_per_sec 172 ; sample_count 6114313 
 sample_per_sec 172 ; sample_count 6114313 
 sample_per_sec 172 ; sample_count 6115337 
 sample_per_sec 172 ; sample_count 6115337 
 sample_per_sec 172 ; sample_count 6118409 
 sample_per_sec 172 ; sample_count 6120457 
 sample_per_sec 172 ; sample_count 6123863 
 sample_per_sec 172 ; sample_count 6123863 
 sample_per_sec 172 ; sample_count 6123863 
 sample_per_sec 172 ; sample_count 6123863 
 sample_per_sec 172 ; sample_count 6123863 
 sample_per_sec 172 ; sample_count 6124887 
 sample_per_sec 172 ; sample_count 6126935 
 sample_per_sec 172 ; sample_count 6126935 
 sample_per_sec 172 ; sample_count 6130007 
 sample_per_sec 172 ; sample_count 6132055 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6133371 
 sample_per_sec 172 ; sample_count 6134395 
 sample_per_sec 172 ; sample_count 6137467 
 sample_per_sec 172 ; sample_count 6139515 
 sample_per_sec 172 ; sample_count 6141563 
 sample_per_sec 172 ; sample_count 6142853 
 sample_per_sec 172 ; sample_count 6142853 
 sample_per_sec 172 ; sample_count 6142853 
 sample_per_sec 172 ; sample_count 6143877 
 sample_per_sec 172 ; sample_count 6146949 
 sample_per_sec 172 ; sample_count 6148997 
 sample_per_sec 172 ; sample_count 6151045 
 sample_per_sec 172 ; sample_count 6152366 
 sample_per_sec 172 ; sample_count 6152366 
 sample_per_sec 172 ; sample_count 6152366 
 sample_per_sec 172 ; sample_count 6152366 
 sample_per_sec 172 ; sample_count 6153390 
 sample_per_sec 172 ; sample_count 6155438 
 sample_per_sec 172 ; sample_count 6158510 
 sample_per_sec 172 ; sample_count 6160558 
 sample_per_sec 172 ; sample_count 6161917 
 sample_per_sec 172 ; sample_count 6161917 
 sample_per_sec 172 ; sample_count 6161917 
 sample_per_sec 172 ; sample_count 6161917 
 sample_per_sec 172 ; sample_count 6162941 
 sample_per_sec 172 ; sample_count 6164989 
 sample_per_sec 172 ; sample_count 6168061 
 sample_per_sec 172 ; sample_count 6168061 
 sample_per_sec 172 ; sample_count 6171444 
 sample_per_sec 172 ; sample_count 6171444 
 sample_per_sec 172 ; sample_count 6171444 
 sample_per_sec 172 ; sample_count 6171444 
 sample_per_sec 172 ; sample_count 6172468 
 sample_per_sec 172 ; sample_count 6175540 
 sample_per_sec 172 ; sample_count 6178612 
 sample_per_sec 172 ; sample_count 6180939 
 sample_per_sec 172 ; sample_count 6180939 
 sample_per_sec 172 ; sample_count 6180939 
 sample_per_sec 172 ; sample_count 6180939 
 sample_per_sec 172 ; sample_count 6181963 
 sample_per_sec 172 ; sample_count 6185035 
 sample_per_sec 172 ; sample_count 6188107 
 sample_per_sec 172 ; sample_count 6190464 
 sample_per_sec 172 ; sample_count 6190464 
 sample_per_sec 172 ; sample_count 6190464 
 sample_per_sec 172 ; sample_count 6190464 
 sample_per_sec 172 ; sample_count 6191488 
 sample_per_sec 172 ; sample_count 6194560 
 sample_per_sec 172 ; sample_count 6197632 
 sample_per_sec 172 ; sample_count 6197632 
 sample_per_sec 172 ; sample_count 6199962 
 sample_per_sec 172 ; sample_count 6199962 
 sample_per_sec 172 ; sample_count 6199962 
 sample_per_sec 172 ; sample_count 6200986 
 sample_per_sec 172 ; sample_count 6200986 
 sample_per_sec 172 ; sample_count 6204058 
 sample_per_sec 173 ; sample_count 6207130 
 sample_per_sec 173 ; sample_count 6209497 
 sample_per_sec 173 ; sample_count 6209497 
 sample_per_sec 173 ; sample_count 6209497 
 sample_per_sec 173 ; sample_count 6209497 
 sample_per_sec 172 ; sample_count 6209497 
 sample_per_sec 172 ; sample_count 6209497 
 sample_per_sec 172 ; sample_count 6210521 
 sample_per_sec 173 ; sample_count 6212569 
 sample_per_sec 173 ; sample_count 6215641 
 sample_per_sec 173 ; sample_count 6215641 
 sample_per_sec 173 ; sample_count 6219029 
 sample_per_sec 173 ; sample_count 6219029 
 sample_per_sec 173 ; sample_count 6219029 
 sample_per_sec 173 ; sample_count 6219029 
 sample_per_sec 173 ; sample_count 6220053 
 sample_per_sec 173 ; sample_count 6223125 
 sample_per_sec 173 ; sample_count 6226197 
 sample_per_sec 173 ; sample_count 6226197 
 sample_per_sec 173 ; sample_count 6228552 
 sample_per_sec 173 ; sample_count 6228552 
 sample_per_sec 173 ; sample_count 6228552 
 sample_per_sec 173 ; sample_count 6229576 
 sample_per_sec 173 ; sample_count 6229576 
 sample_per_sec 173 ; sample_count 6232648 
 sample_per_sec 173 ; sample_count 6235720 
 sample_per_sec 173 ; sample_count 6238030 
 sample_per_sec 173 ; sample_count 6238030 
 sample_per_sec 173 ; sample_count 6238030 
 sample_per_sec 173 ; sample_count 6238030 
 sample_per_sec 173 ; sample_count 6239054 
 sample_per_sec 173 ; sample_count 6239054 
 sample_per_sec 173 ; sample_count 6242126 
 sample_per_sec 173 ; sample_count 6245198 
 sample_per_sec 173 ; sample_count 6247246 
 sample_per_sec 173 ; sample_count 6247547 
 sample_per_sec 173 ; sample_count 6247547 
 sample_per_sec 173 ; sample_count 6247547 
 sample_per_sec 173 ; sample_count 6248571 
 sample_per_sec 173 ; sample_count 6251643 
 sample_per_sec 173 ; sample_count 6254715 
 sample_per_sec 173 ; sample_count 6256763 
 sample_per_sec 173 ; sample_count 6257091 
 sample_per_sec 173 ; sample_count 6257091 
 sample_per_sec 173 ; sample_count 6257091 
 sample_per_sec 173 ; sample_count 6257091 
 sample_per_sec 173 ; sample_count 6258115 
 sample_per_sec 173 ; sample_count 6261187 
 sample_per_sec 173 ; sample_count 6263235 
 sample_per_sec 173 ; sample_count 6266307 
 sample_per_sec 173 ; sample_count 6266645 
 sample_per_sec 173 ; sample_count 6266645 
 sample_per_sec 173 ; sample_count 6266645 
 sample_per_sec 173 ; sample_count 6266645 
 sample_per_sec 173 ; sample_count 6267669 
 sample_per_sec 173 ; sample_count 6270741 
 sample_per_sec 173 ; sample_count 6272789 
 sample_per_sec 173 ; sample_count 6272789 
 sample_per_sec 173 ; sample_count 6276196 
 sample_per_sec 173 ; sample_count 6276196 
 sample_per_sec 173 ; sample_count 6276196 
 sample_per_sec 173 ; sample_count 6276196 
 sample_per_sec 173 ; sample_count 6277220 
 sample_per_sec 173 ; sample_count 6279268 
 sample_per_sec 173 ; sample_count 6279268 
 sample_per_sec 173 ; sample_count 6281316 
 sample_per_sec 173 ; sample_count 6283364 
 sample_per_sec 173 ; sample_count 6285704 
 sample_per_sec 173 ; sample_count 6285704 
 sample_per_sec 173 ; sample_count 6285704 
 sample_per_sec 173 ; sample_count 6285704 
 sample_per_sec 173 ; sample_count 6286728 
 sample_per_sec 173 ; sample_count 6288776 
 sample_per_sec 173 ; sample_count 6290824 
 sample_per_sec 173 ; sample_count 6293896 
 sample_per_sec 173 ; sample_count 6295215 
 sample_per_sec 173 ; sample_count 6295215 
 sample_per_sec 173 ; sample_count 6295215 
 sample_per_sec 173 ; sample_count 6295215 
 sample_per_sec 173 ; sample_count 6295215 
 sample_per_sec 173 ; sample_count 6296239 
 sample_per_sec 173 ; sample_count 6299311 
 ------------------------------
Starting work on task 664
------------------------------
Starting work on task 665
------------------------------
Starting work on task 666
------------------------------
Starting work on task 667
------------------------------
Starting work on task 668
------------------------------
Starting work on task 669
------------------------------
Starting work on task 670
------------------------------
Starting work on task 671
------------------------------
Starting work on task 672
------------------------------
Starting work on task 673
------------------------------
Starting work on task 674
------------------------------
Starting work on task 675
------------------------------
Starting work on task 676
------------------------------
Starting work on task 677
------------------------------
Starting work on task 678
------------------------------
Starting work on task 679
------------------------------
Starting work on task 680
------------------------------
Starting work on task 681
------------------------------
Starting work on task 682
------------------------------
Starting work on task 683
------------------------------
Starting work on task 684
------------------------------
Starting work on task 685
------------------------------
Starting work on task 686
------------------------------
Starting work on task 687
sample_per_sec 173 ; sample_count 6301359 
 sample_per_sec 173 ; sample_count 6304431 
 sample_per_sec 173 ; sample_count 6304716 
 sample_per_sec 173 ; sample_count 6304716 
 sample_per_sec 173 ; sample_count 6304716 
 sample_per_sec 173 ; sample_count 6304716 
 sample_per_sec 173 ; sample_count 6305740 
 sample_per_sec 173 ; sample_count 6307788 
 sample_per_sec 173 ; sample_count 6307788 
 sample_per_sec 173 ; sample_count 6310860 
 sample_per_sec 173 ; sample_count 6314238 
 sample_per_sec 173 ; sample_count 6314238 
 sample_per_sec 173 ; sample_count 6314238 
 sample_per_sec 173 ; sample_count 6314238 
 sample_per_sec 173 ; sample_count 6315262 
 sample_per_sec 173 ; sample_count 6315262 
 sample_per_sec 173 ; sample_count 6318334 
 sample_per_sec 173 ; sample_count 6321406 
 sample_per_sec 173 ; sample_count 6323716 
 sample_per_sec 173 ; sample_count 6323716 
 sample_per_sec 173 ; sample_count 6323716 
 sample_per_sec 173 ; sample_count 6323716 
 sample_per_sec 173 ; sample_count 6324740 
 sample_per_sec 173 ; sample_count 6326788 
 sample_per_sec 173 ; sample_count 6326788 
 sample_per_sec 173 ; sample_count 6329860 
 sample_per_sec 173 ; sample_count 6332932 
 sample_per_sec 173 ; sample_count 6333251 
 sample_per_sec 173 ; sample_count 6333251 
 sample_per_sec 173 ; sample_count 6333251 
 sample_per_sec 173 ; sample_count 6334275 
 sample_per_sec 173 ; sample_count 6337347 
 sample_per_sec 173 ; sample_count 6340419 
 sample_per_sec 173 ; sample_count 6340419 
 sample_per_sec 174 ; sample_count 6342791 
 sample_per_sec 173 ; sample_count 6342791 
 sample_per_sec 173 ; sample_count 6342791 
 sample_per_sec 173 ; sample_count 6343815 
 sample_per_sec 174 ; sample_count 6346887 
 sample_per_sec 173 ; sample_count 6346887 
 sample_per_sec 174 ; sample_count 6349959 
 sample_per_sec 174 ; sample_count 6352298 
 sample_per_sec 174 ; sample_count 6352298 
 sample_per_sec 174 ; sample_count 6352298 
 sample_per_sec 174 ; sample_count 6352298 
 sample_per_sec 174 ; sample_count 6353322 
 sample_per_sec 174 ; sample_count 6355370 
 sample_per_sec 174 ; sample_count 6358442 
 sample_per_sec 174 ; sample_count 6360490 
 sample_per_sec 174 ; sample_count 6361834 
 sample_per_sec 174 ; sample_count 6361834 
 sample_per_sec 174 ; sample_count 6361834 
 sample_per_sec 174 ; sample_count 6361834 
 sample_per_sec 174 ; sample_count 6362858 
 sample_per_sec 174 ; sample_count 6365930 
 sample_per_sec 174 ; sample_count 6369002 
 sample_per_sec 174 ; sample_count 6371355 
 sample_per_sec 174 ; sample_count 6371355 
 sample_per_sec 174 ; sample_count 6371355 
 sample_per_sec 174 ; sample_count 6371355 
 sample_per_sec 174 ; sample_count 6372379 
 sample_per_sec 174 ; sample_count 6375451 
 sample_per_sec 174 ; sample_count 6378523 
 sample_per_sec 174 ; sample_count 6380891 
 sample_per_sec 174 ; sample_count 6380891 
 sample_per_sec 174 ; sample_count 6380891 
 sample_per_sec 174 ; sample_count 6380891 
 sample_per_sec 174 ; sample_count 6381915 
 sample_per_sec 174 ; sample_count 6381915 
 sample_per_sec 174 ; sample_count 6384987 
 sample_per_sec 174 ; sample_count 6388059 
 sample_per_sec 174 ; sample_count 6390420 
 sample_per_sec 174 ; sample_count 6390420 
 sample_per_sec 174 ; sample_count 6390420 
 sample_per_sec 174 ; sample_count 6390420 
 sample_per_sec 174 ; sample_count 6391444 
 sample_per_sec 174 ; sample_count 6394516 
 sample_per_sec 174 ; sample_count 6397588 
 sample_per_sec 174 ; sample_count 6397588 
 sample_per_sec 174 ; sample_count 6399946 
 sample_per_sec 174 ; sample_count 6399946 
 sample_per_sec 174 ; sample_count 6399946 
 sample_per_sec 174 ; sample_count 6400970 
 sample_per_sec 174 ; sample_count 6403018 
 sample_per_sec 174 ; sample_count 6403018 
 sample_per_sec 174 ; sample_count 6406090 
 sample_per_sec 174 ; sample_count 6409162 
 sample_per_sec 174 ; sample_count 6409463 
 sample_per_sec 174 ; sample_count 6409463 
 sample_per_sec 174 ; sample_count 6409463 
 sample_per_sec 174 ; sample_count 6410487 
 sample_per_sec 174 ; sample_count 6410487 
 sample_per_sec 174 ; sample_count 6413559 
 sample_per_sec 174 ; sample_count 6415607 
 sample_per_sec 174 ; sample_count 6418974 
 sample_per_sec 174 ; sample_count 6418974 
 sample_per_sec 174 ; sample_count 6418974 
 sample_per_sec 174 ; sample_count 6418974 
 sample_per_sec 174 ; sample_count 6419998 
 sample_per_sec 174 ; sample_count 6422046 
 sample_per_sec 174 ; sample_count 6422046 
 sample_per_sec 174 ; sample_count 6424094 
 sample_per_sec 174 ; sample_count 6427166 
 sample_per_sec 174 ; sample_count 6428512 
 sample_per_sec 174 ; sample_count 6428512 
 sample_per_sec 174 ; sample_count 6428512 
 sample_per_sec 174 ; sample_count 6428512 
 sample_per_sec 174 ; sample_count 6429536 
 sample_per_sec 174 ; sample_count 6431584 
 sample_per_sec 174 ; sample_count 6434656 
 sample_per_sec 174 ; sample_count 6434656 
 sample_per_sec 174 ; sample_count 6438064 
 sample_per_sec 174 ; sample_count 6438064 
 sample_per_sec 174 ; sample_count 6438064 
 sample_per_sec 174 ; sample_count 6438064 
 sample_per_sec 174 ; sample_count 6439088 
 sample_per_sec 174 ; sample_count 6442160 
 sample_per_sec 174 ; sample_count 6442160 
 sample_per_sec 174 ; sample_count 6445232 
 sample_per_sec 174 ; sample_count 6447596 
 sample_per_sec 174 ; sample_count 6447596 
 sample_per_sec 174 ; sample_count 6447596 
 sample_per_sec 174 ; sample_count 6447596 
 sample_per_sec 174 ; sample_count 6448620 
 sample_per_sec 174 ; sample_count 6451692 
 sample_per_sec 174 ; sample_count 6454764 
 sample_per_sec 174 ; sample_count 6454764 
 sample_per_sec 174 ; sample_count 6457065 
 sample_per_sec 174 ; sample_count 6457065 
 sample_per_sec 174 ; sample_count 6457065 
 sample_per_sec 174 ; sample_count 6458089 
 sample_per_sec 174 ; sample_count 6461161 
 sample_per_sec 174 ; sample_count 6461161 
 sample_per_sec 174 ; sample_count 6464233 
 sample_per_sec 174 ; sample_count 6466586 
 sample_per_sec 174 ; sample_count 6466586 
 sample_per_sec 174 ; sample_count 6466586 
 sample_per_sec 174 ; sample_count 6467610 
 sample_per_sec 174 ; sample_count 6467610 
 sample_per_sec 174 ; sample_count 6470682 
 sample_per_sec 175 ; sample_count 6473754 
 sample_per_sec 175 ; sample_count 6476139 
 sample_per_sec 175 ; sample_count 6476139 
 sample_per_sec 175 ; sample_count 6476139 
 sample_per_sec 175 ; sample_count 6476139 
 sample_per_sec 175 ; sample_count 6477163 
 sample_per_sec 175 ; sample_count 6480235 
 sample_per_sec 175 ; sample_count 6483307 
 sample_per_sec 175 ; sample_count 6483307 
 sample_per_sec 175 ; sample_count 6485666 
 sample_per_sec 175 ; sample_count 6485666 
 sample_per_sec 175 ; sample_count 6485666 
 sample_per_sec 175 ; sample_count 6485666 
 sample_per_sec 175 ; sample_count 6486690 
 sample_per_sec 175 ; sample_count 6488738 
 sample_per_sec 175 ; sample_count 6491810 
 sample_per_sec 175 ; sample_count 6494882 
 sample_per_sec 175 ; sample_count 6495195 
 sample_per_sec 175 ; sample_count 6495195 
 sample_per_sec 175 ; sample_count 6495195 
 sample_per_sec 175 ; sample_count 6495195 
 sample_per_sec 175 ; sample_count 6496219 
 sample_per_sec 175 ; sample_count 6498267 
 sample_per_sec 175 ; sample_count 6501339 
 sample_per_sec 175 ; sample_count 6504411 
 sample_per_sec 175 ; sample_count 6504721 
 sample_per_sec 175 ; sample_count 6504721 
 sample_per_sec 175 ; sample_count 6504721 
 sample_per_sec 175 ; sample_count 6505745 
 sample_per_sec 175 ; sample_count 6507793 
 sample_per_sec 175 ; sample_count 6507793 
 sample_per_sec 175 ; sample_count 6510865 
 sample_per_sec 175 ; sample_count 6514239 
 sample_per_sec 175 ; sample_count 6514239 
 sample_per_sec 175 ; sample_count 6514239 
 sample_per_sec 175 ; sample_count 6514239 
 sample_per_sec 175 ; sample_count 6515263 
 sample_per_sec 175 ; sample_count 6517311 
 sample_per_sec 175 ; sample_count 6519359 
 sample_per_sec 175 ; sample_count 6521407 
 sample_per_sec 175 ; sample_count 6523455 
 sample_per_sec 175 ; sample_count 6523770 
 sample_per_sec 175 ; sample_count 6523770 
 sample_per_sec 175 ; sample_count 6523770 
 sample_per_sec 175 ; sample_count 6524794 
 sample_per_sec 175 ; sample_count 6526842 
 ------------------------------
Starting work on task 688
------------------------------
Starting work on task 689
------------------------------
Starting work on task 690
------------------------------
Starting work on task 691
------------------------------
Starting work on task 692
------------------------------
Starting work on task 693
------------------------------
Starting work on task 694
------------------------------
Starting work on task 695
------------------------------
Starting work on task 696
------------------------------
Starting work on task 697
------------------------------
Starting work on task 698
------------------------------
Starting work on task 699
------------------------------
Starting work on task 700
------------------------------
Starting work on task 701
------------------------------
Starting work on task 702
------------------------------
Starting work on task 703
------------------------------
Starting work on task 704
------------------------------
Starting work on task 705
------------------------------
Starting work on task 706
------------------------------
Starting work on task 707
------------------------------
Starting work on task 708
------------------------------
Starting work on task 709
------------------------------
Starting work on task 710
------------------------------
Starting work on task 711
sample_per_sec 175 ; sample_count 6526842 
 sample_per_sec 175 ; sample_count 6528890 
 sample_per_sec 175 ; sample_count 6531962 
 sample_per_sec 175 ; sample_count 6533292 
 sample_per_sec 175 ; sample_count 6533292 
 sample_per_sec 175 ; sample_count 6533292 
 sample_per_sec 175 ; sample_count 6534316 
 sample_per_sec 175 ; sample_count 6536364 
 sample_per_sec 175 ; sample_count 6538412 
 sample_per_sec 175 ; sample_count 6538412 
 sample_per_sec 175 ; sample_count 6541484 
 sample_per_sec 175 ; sample_count 6542801 
 sample_per_sec 175 ; sample_count 6542801 
 sample_per_sec 175 ; sample_count 6542801 
 sample_per_sec 175 ; sample_count 6542801 
 sample_per_sec 175 ; sample_count 6543825 
 sample_per_sec 175 ; sample_count 6546897 
 sample_per_sec 175 ; sample_count 6548945 
 sample_per_sec 175 ; sample_count 6552017 
 sample_per_sec 175 ; sample_count 6552325 
 sample_per_sec 175 ; sample_count 6552325 
 sample_per_sec 175 ; sample_count 6552325 
 sample_per_sec 175 ; sample_count 6552325 
 sample_per_sec 175 ; sample_count 6553349 
 sample_per_sec 175 ; sample_count 6556421 
 sample_per_sec 175 ; sample_count 6556421 
 sample_per_sec 175 ; sample_count 6559493 
